,baseline,variation,lambda,USA,EUR,JAP,CHN,BRA,IND,ROW
981,501,2.0,0.981,0.01,12.0,0.01,12.0,11.999999948801165,12.0,12.0
982,501,2.0,0.982,0.01,11.99999997779554,0.01,12.0,12.0,12.0,12.0
983,501,2.0,0.983,0.01,12.0,0.01,12.0,12.0,12.0,12.0
984,501,2.0,0.984,0.01,12.0,0.01,12.0,11.999999985754116,11.999999978631172,12.0
985,501,2.0,0.985,0.01,12.0,0.01,12.0,11.999999992368275,11.999999988552414,12.0
986,501,2.0,0.986,0.01,12.0,0.01,12.0,11.999999994045496,11.999999983672543,12.0
987,501,2.0,0.987,0.01,12.0,0.01,12.0,12.0,12.0,12.0
988,501,2.0,0.988,0.01,12.0,0.01,12.0,12.0,11.999999988390368,12.0
989,501,2.0,0.989,0.01,12.0,0.01,12.0,12.0,12.0,12.0
990,501,2.0,0.99,0.01,12.0,0.01,12.0,12.0,12.0,12.0
991,501,2.0,0.991,0.01,11.999999992599712,0.01,11.999999992599712,12.0,11.999999992599712,12.0
992,501,2.0,0.992,0.01,12.0,0.01,12.0,12.0,12.0,12.0
993,501,2.0,0.993,0.01,12.0,0.01,12.0,12.0,11.999999991668435,12.0
994,501,2.0,0.994,0.01,12.0,0.01,12.0,12.0,12.0,12.0
995,501,2.0,0.995,0.01,12.0,0.01,12.0,11.999999998173127,12.0,12.0
996,501,2.0,0.996,0.01,11.999999986998654,0.01,12.0,11.999999978671108,12.0,12.0
997,501,2.0,0.997,0.01,11.999999986971073,0.01,12.0,11.999999978671108,12.0,12.0
998,501,2.0,0.998,0.01,11.999999986971073,0.01,12.0,12.0,12.0,12.0
999,501,2.0,0.999,0.01,12.0,0.01,12.0,12.0,12.0,12.0
1000,501,2.0,1.0,0.01,12.0,0.01,12.0,12.0,12.0,12.0
